srid,proj4text,srtext,sqkm
27219,"+proj=tmerc +lat_0=-42.68911658333333 +lon_0=173.0101333888889 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Amuri Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-42.68911658333333],PARAMETER[""central_meridian"",173.0101333888889],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27219""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072422710853e-08
27220,"+proj=tmerc +lat_0=-41.54448666666666 +lon_0=173.8020741111111 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Marlborough Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-41.54448666666666],PARAMETER[""central_meridian"",173.8020741111111],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27220""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23093628208022e-08
27221,"+proj=tmerc +lat_0=-42.88632236111111 +lon_0=170.9799935 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Hokitika Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-42.88632236111111],PARAMETER[""central_meridian"",170.9799935],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27221""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.2307240120005e-08
27222,"+proj=tmerc +lat_0=-43.11012813888889 +lon_0=170.2609258333333 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Okarito Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-43.11012813888889],PARAMETER[""central_meridian"",170.2609258333333],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27222""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072369045868e-08
27223,"+proj=tmerc +lat_0=-43.97780288888889 +lon_0=168.606267 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Jacksons Bay Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-43.97780288888889],PARAMETER[""central_meridian"",168.606267],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27223""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072283841593e-08
27224,"+proj=tmerc +lat_0=-43.59063758333333 +lon_0=172.7271935833333 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Mount Pleasant Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-43.59063758333333],PARAMETER[""central_meridian"",172.7271935833333],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27224""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072327825001e-08
27225,"+proj=tmerc +lat_0=-43.74871155555556 +lon_0=171.3607484722222 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Gawler Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-43.74871155555556],PARAMETER[""central_meridian"",171.3607484722222],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27225""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072319564416e-08
27226,"+proj=tmerc +lat_0=-44.40222036111111 +lon_0=171.0572508333333 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Timaru Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-44.40222036111111],PARAMETER[""central_meridian"",171.0572508333333],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27226""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072243176672e-08
27227,"+proj=tmerc +lat_0=-44.73526797222222 +lon_0=169.4677550833333 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Lindis Peak Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-44.73526797222222],PARAMETER[""central_meridian"",169.4677550833333],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27227""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072210360745e-08
27228,"+proj=tmerc +lat_0=-45.13290258333333 +lon_0=168.3986411944444 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Mount Nicholas Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-45.13290258333333],PARAMETER[""central_meridian"",168.3986411944444],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27228""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072167318636e-08
27229,"+proj=tmerc +lat_0=-45.56372616666666 +lon_0=167.7388617777778 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Mount York Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-45.56372616666666],PARAMETER[""central_meridian"",167.7388617777778],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27229""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072120487313e-08
27230,"+proj=tmerc +lat_0=-45.81619661111111 +lon_0=170.6285951666667 +k=1 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Observation Point Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-45.81619661111111],PARAMETER[""central_meridian"",170.6285951666667],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27230""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072099576711e-08
27231,"+proj=tmerc +lat_0=-45.86151336111111 +lon_0=170.2825891111111 +k=0.99996 +x_0=300000 +y_0=700000 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / North Taieri Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-45.86151336111111],PARAMETER[""central_meridian"",170.2825891111111],PARAMETER[""scale_factor"",0.99996],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",700000],AUTHORITY[""EPSG"",""27231""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23089897210194e-08
27232,"+proj=tmerc +lat_0=-46.60000961111111 +lon_0=168.342872 +k=1 +x_0=300002.66 +y_0=699999.58 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +units=m +no_defs ","PROJCS[""NZGD49 / Bluff Circuit"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-46.60000961111111],PARAMETER[""central_meridian"",168.342872],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300002.66],PARAMETER[""false_northing"",699999.58],AUTHORITY[""EPSG"",""27232""],AXIS[""Northing"",NORTH],AXIS[""Easting"",EAST]]",2.23072004781765e-08
27291,"+proj=tmerc +lat_0=-39 +lon_0=175.5 +k=1 +x_0=274319.5243848086 +y_0=365759.3658464114 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +to_meter=0.9143984146160287 +no_defs ","PROJCS[""NZGD49 / North Island Grid"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""British yard (Sears 1922)"",0.9143984146160287,AUTHORITY[""EPSG"",""9040""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-39],PARAMETER[""central_meridian"",175.5],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",400000],AUTHORITY[""EPSG"",""27291""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",1.86596807795848e-08
27292,"+proj=tmerc +lat_0=-44 +lon_0=171.5 +k=1 +x_0=457199.2073080143 +y_0=457199.2073080143 +ellps=intl +towgs84=59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993 +nadgrids=nzgd2kgrid0005.gsb +to_meter=0.9143984146160287 +no_defs ","PROJCS[""NZGD49 / South Island Grid"",GEOGCS[""NZGD49"",DATUM[""New_Zealand_Geodetic_Datum_1949"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[59.47,-5.04,187.44,0.47,-0.1,1.024,-4.5993],AUTHORITY[""EPSG"",""6272""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4272""]],UNIT[""British yard (Sears 1922)"",0.9143984146160287,AUTHORITY[""EPSG"",""9040""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",-44],PARAMETER[""central_meridian"",171.5],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",500000],AUTHORITY[""EPSG"",""27292""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",1.8597241770709e-08
27391,"+proj=tmerc +lat_0=58 +lon_0=-4.666666666666667 +k=1 +x_0=0 +y_0=0 +a=6377492.018 +b=6356173.508712696 +towgs84=278.3,93,474.5,7.889,0.05,-6.61,6.21 +pm=oslo +units=m +no_defs ","PROJCS[""NGO 1948 (Oslo) / NGO zone I"",GEOGCS[""NGO 1948 (Oslo)"",DATUM[""NGO_1948_Oslo"",SPHEROID[""Bessel Modified"",6377492.018,299.1528128,AUTHORITY[""EPSG"",""7005""]],TOWGS84[278.3,93,474.5,7.889,0.05,-6.61,6.21],AUTHORITY[""EPSG"",""6817""]],PRIMEM[""Oslo"",10.72291666666667,AUTHORITY[""EPSG"",""8913""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4817""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",58],PARAMETER[""central_meridian"",-4.666666666666667],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""27391""],AXIS[""x"",NORTH],AXIS[""y"",EAST]]",2.23587677159763e-08
27392,"+proj=tmerc +lat_0=58 +lon_0=-2.333333333333333 +k=1 +x_0=0 +y_0=0 +a=6377492.018 +b=6356173.508712696 +towgs84=278.3,93,474.5,7.889,0.05,-6.61,6.21 +pm=oslo +units=m +no_defs ","PROJCS[""NGO 1948 (Oslo) / NGO zone II"",GEOGCS[""NGO 1948 (Oslo)"",DATUM[""NGO_1948_Oslo"",SPHEROID[""Bessel Modified"",6377492.018,299.1528128,AUTHORITY[""EPSG"",""7005""]],TOWGS84[278.3,93,474.5,7.889,0.05,-6.61,6.21],AUTHORITY[""EPSG"",""6817""]],PRIMEM[""Oslo"",10.72291666666667,AUTHORITY[""EPSG"",""8913""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4817""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",58],PARAMETER[""central_meridian"",-2.333333333333333],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""27392""],AXIS[""x"",NORTH],AXIS[""y"",EAST]]",2.23587587816405e-08
27393,"+proj=tmerc +lat_0=58 +lon_0=0 +k=1 +x_0=0 +y_0=0 +a=6377492.018 +b=6356173.508712696 +towgs84=278.3,93,474.5,7.889,0.05,-6.61,6.21 +pm=oslo +units=m +no_defs ","PROJCS[""NGO 1948 (Oslo) / NGO zone III"",GEOGCS[""NGO 1948 (Oslo)"",DATUM[""NGO_1948_Oslo"",SPHEROID[""Bessel Modified"",6377492.018,299.1528128,AUTHORITY[""EPSG"",""7005""]],TOWGS84[278.3,93,474.5,7.889,0.05,-6.61,6.21],AUTHORITY[""EPSG"",""6817""]],PRIMEM[""Oslo"",10.72291666666667,AUTHORITY[""EPSG"",""8913""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4817""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",58],PARAMETER[""central_meridian"",0],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""27393""],AXIS[""x"",NORTH],AXIS[""y"",EAST]]",2.23587521099285e-08
27394,"+proj=tmerc +lat_0=58 +lon_0=2.5 +k=1 +x_0=0 +y_0=0 +a=6377492.018 +b=6356173.508712696 +towgs84=278.3,93,474.5,7.889,0.05,-6.61,6.21 +pm=oslo +units=m +no_defs ","PROJCS[""NGO 1948 (Oslo) / NGO zone IV"",GEOGCS[""NGO 1948 (Oslo)"",DATUM[""NGO_1948_Oslo"",SPHEROID[""Bessel Modified"",6377492.018,299.1528128,AUTHORITY[""EPSG"",""7005""]],TOWGS84[278.3,93,474.5,7.889,0.05,-6.61,6.21],AUTHORITY[""EPSG"",""6817""]],PRIMEM[""Oslo"",10.72291666666667,AUTHORITY[""EPSG"",""8913""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4817""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",58],PARAMETER[""central_meridian"",2.5],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""27394""],AXIS[""x"",NORTH],AXIS[""y"",EAST]]",2.2358745357172e-08
27395,"+proj=tmerc +lat_0=58 +lon_0=6.166666666666667 +k=1 +x_0=0 +y_0=0 +a=6377492.018 +b=6356173.508712696 +towgs84=278.3,93,474.5,7.889,0.05,-6.61,6.21 +pm=oslo +units=m +no_defs ","PROJCS[""NGO 1948 (Oslo) / NGO zone V"",GEOGCS[""NGO 1948 (Oslo)"",DATUM[""NGO_1948_Oslo"",SPHEROID[""Bessel Modified"",6377492.018,299.1528128,AUTHORITY[""EPSG"",""7005""]],TOWGS84[278.3,93,474.5,7.889,0.05,-6.61,6.21],AUTHORITY[""EPSG"",""6817""]],PRIMEM[""Oslo"",10.72291666666667,AUTHORITY[""EPSG"",""8913""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4817""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",58],PARAMETER[""central_meridian"",6.166666666666667],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""27395""],AXIS[""x"",NORTH],AXIS[""y"",EAST]]",2.23587422770262e-08
27396,"+proj=tmerc +lat_0=58 +lon_0=10.16666666666667 +k=1 +x_0=0 +y_0=0 +a=6377492.018 +b=6356173.508712696 +towgs84=278.3,93,474.5,7.889,0.05,-6.61,6.21 +pm=oslo +units=m +no_defs ","PROJCS[""NGO 1948 (Oslo) / NGO zone VI"",GEOGCS[""NGO 1948 (Oslo)"",DATUM[""NGO_1948_Oslo"",SPHEROID[""Bessel Modified"",6377492.018,299.1528128,AUTHORITY[""EPSG"",""7005""]],TOWGS84[278.3,93,474.5,7.889,0.05,-6.61,6.21],AUTHORITY[""EPSG"",""6817""]],PRIMEM[""Oslo"",10.72291666666667,AUTHORITY[""EPSG"",""8913""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4817""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",58],PARAMETER[""central_meridian"",10.16666666666667],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""27396""],AXIS[""x"",NORTH],AXIS[""y"",EAST]]",2.23587417271231e-08
